frame,SampleName,executeTime(ms),memoryAlloc(byte)
0,PostLateUpdate.PhysicsSkinnedClothBeginUpdate,0.0004,0,
0,Physics.UpdateCloth,0.0002,0,
0,PostLateUpdate.UpdateRectTransform,0.0002,0,
0,PostLateUpdate.UpdateCanvasRectTransform,0.0001,0,
0,PostLateUpdate.PlayerUpdateCanvases,0.001,0,
0,UIEvents.AlignCanvasRectTransformWithCamera,0.0001,0,
0,UIEvents.WillRenderCanvases,0.0007,0,
0,UGUI.Rendering.UpdateBatches,0.0005,0,
0,Canvas.SendWillRenderCanvases(),0.0002,0,
0,PostLateUpdate.UpdateAudio,0.0083,0,
0,AudioManager.Update,0.0071,0,
0,AudioSettings.InvokeOnAudioManagerUpdate(),0.0011,0,
0,PostLateUpdate.VFXUpdate,0.0003,0,
0,PostLateUpdate.ParticleSystemEndUpdateAll,0.0003,0,
0,ParticleSystem.EndUpdateAll,0,0,
0,PostLateUpdate.EndGraphicsJobsAfterScriptLateUpdate,0,0,
0,PostLateUpdate.UpdateCustomRenderTextures,0.0014,0,
0,CustomRenderTextures.Update,0.0012,0,
0,PostLateUpdate.UpdateAllRenderers,0.0041,0,
0,Particles.Sync,0,0,
0,Renderers.OncePerFrameUpdate,0.0004,0,
0,SkinnedMeshOncePerFrameUpdate,0.0002,0,
0,PrepareUpdateRendererBoundingVolumes,0.0011,0,
0,MeshRendererPrepareDispatchUpdate,0.0003,0,
0,SkinnedMeshPrepareDispatchUpdate,0.0002,0,
0,UpdateRendererBoundingVolumes,0,0,
0,UpdateRendererBoundingVolumes,0,0,
0,UpdateRendererBoundingVolumes,0,0,
0,UpdateRendererBoundingVolumes,0.0001,0,
0,UpdateRendererBoundingVolumes,0,0,
0,UpdateRendererBoundingVolumes,0,0,
0,UpdateRendererBoundingVolumes,0.0001,0,
0,UpdateRendererBoundingVolumes,0,0,
0,UpdateRendererBoundingVolumes,0,0,
0,UpdateRendererBoundingVolumes,0.0001,0,
0,UpdateRendererBoundingVolumes,0,0,
0,FinalizeUpdateRendererBoundingVolumes,0.0007,0,
0,MeshRendererFinalizeUpdate,0.0001,0,
0,SkinnedMeshFinalizeUpdate,0.0001,0,
0,Update Lights,0.0001,0,
0,LightProbeProxyVolumeManager.Update,0.0001,0,
0,PostLateUpdate.EnlightenRuntimeUpdate,0.0014,0,
0,SupportedRenderingFeatures.IsLightmapBakeTypeSupportedByRef(),0.0004,0,
0,PostLateUpdate.UpdateAllSkinnedMeshes,0.0005,0,
0,PostLateUpdate.SortingGroupsUpdate,0.0002,0,
0,SortingGroupManager.Update,0.0001,0,
0,PostLateUpdate.UpdateVideoTextures,0.0004,0,
0,PostLateUpdate.UpdateVideo,0.0003,0,
0,PostLateUpdate.DirectorRenderImage,0.0003,0,
0,Director.PrepareFrame,0.0001,0,
0,Director.ProcessFrame,0,0,
0,PostLateUpdate.PlayerEmitCanvasGeometry,0.0006,0,
0,UIEvents.CanvasManagerEmitOffScreenGeometry,0.0002,0,
0,UGUI.Rendering.EmitWorldScreenspaceCameraGeometry,0.0001,0,
0,UIEvents.CanvasmanagerEmitOnScreenGeometry,0.0002,0,
0,UGUI.Rendering.EmitWorldScreenspaceCameraGeometry,0,0,
0,PostLateUpdate.PhysicsSkinnedClothFinishUpdate,0.0002,0,
0,Physics.UpdateCloth,0,0,
0,PostLateUpdate.FinishFrameRendering,15.6336,0,
0,Camera.FindStacks,0.0003,0,
0,ScriptableRuntimeReflectionSystemWrapper.Internal_ScriptableRuntimeReflectionSystemWrapper_TickRealtimeProbes(),0.0016,0,
0,ReflectionProbes.Update,0.0011,0,
0,RenderTexture.SetActive,0.0008,0,
0,Gfx.WaitForPresent,15.4183,0,
0,Camera.FindStacks,0.0064,0,
0,Camera.Render,0.1782,0,
0,Culling,0.0617,0,
0,Camera.FireOnPreCull(),0.0035,0,
0,ScheduleCullingGroups,0.0002,0,
0,CullingGroupSendEvents,0,0,
0,PrepareUpdateRendererBoundingVolumes,0.0023,0,
0,MeshRendererPrepareDispatchUpdate,0.0004,0,
0,SkinnedMeshPrepareDispatchUpdate,0.0003,0,
0,UpdateRendererBoundingVolumes,0.0002,0,
0,UpdateRendererBoundingVolumes,0,0,
0,UpdateRendererBoundingVolumes,0,0,
0,UpdateRendererBoundingVolumes,0.0001,0,
0,UpdateRendererBoundingVolumes,0,0,
0,UpdateRendererBoundingVolumes,0,0,
0,UpdateRendererBoundingVolumes,0,0,
0,UpdateRendererBoundingVolumes,0,0,
0,UpdateRendererBoundingVolumes,0,0,
0,UpdateRendererBoundingVolumes,0.0001,0,
0,UpdateRendererBoundingVolumes,0,0,
0,FinalizeUpdateRendererBoundingVolumes,0.001,0,
0,MeshRendererFinalizeUpdate,0.0001,0,
0,SkinnedMeshFinalizeUpdate,0.0001,0,
0,ReflectionProbeAnchorManagerUpdate,0.0003,0,
0,ReflectionProbeAnchorPositionUpdate,0.0001,0,
0,PrepareSceneCullingParameters,0.004,0,
0,TransformChangedDispatch,0,0,
0,LOD.ComputeLOD,0.0009,0,
0,LOD.ComputeLOD,0.0002,0,
0,SceneCulling,0.0322,0,
0,PrepareSceneNodes,0.0104,0,
0,CullAllVisibleLights,0.0127,0,
0,FindActiveLights,0.0014,0,
0,Transform.GetScene,0.0002,0,
0,AddDirectionalLights,0.0007,0,
0,FindDirectionalShadowCastingLights,0.0003,0,
0,FindShadowCastingLights,0.0002,0,
0,AddCustomActiveLocalLights,0.001,0,
0,addCustomLights.Invoke,0.0002,0,
0,addCustomLights.Invoke,0,0,
0,EnlightenRuntimeManager.AddCustomLights,0.0002,0,
0,EnlightenRuntimeManager.RemoveCustomLights,0.0001,0,
0,CullSendEvents,0.0062,0,
0,afterCullingOutputReady.Invoke,0.0009,0,
0,Terrain.Trees.OnWillRender,0.0002,0,
0,PrepareUpdateRendererBoundingVolumes,0.0028,0,
0,MeshRendererPrepareDispatchUpdate,0.0015,0,
0,SkinnedMeshPrepareDispatchUpdate,0.0002,0,
0,UpdateRendererBoundingVolumes,0.0001,0,
0,UpdateRendererBoundingVolumes,0.0001,0,
0,UpdateRendererBoundingVolumes,0,0,
0,UpdateRendererBoundingVolumes,0,0,
0,UpdateRendererBoundingVolumes,0.0001,0,
0,UpdateRendererBoundingVolumes,0.0001,0,
0,UpdateRendererBoundingVolumes,0.0001,0,
0,UpdateRendererBoundingVolumes,0,0,
0,UpdateRendererBoundingVolumes,0,0,
0,UpdateRendererBoundingVolumes,0.0001,0,
0,UpdateRendererBoundingVolumes,0,0,
0,FinalizeUpdateRendererBoundingVolumes,0.0005,0,
0,MeshRendererFinalizeUpdate,0.0002,0,
0,SkinnedMeshFinalizeUpdate,0.0001,0,
0,beforeCameraRender.Invoke,0.0007,0,
0,Camera.FireOnPreRender(),0.0008,0,
0,Particles.Sync,0.0001,0,
0,Renderers.OncePerFrameUpdate,0.0002,0,
0,SkinnedMeshOncePerFrameUpdate,0,0,
0,PrepareUpdateRendererBoundingVolumes,0.0007,0,
0,MeshRendererPrepareDispatchUpdate,0.0002,0,
0,SkinnedMeshPrepareDispatchUpdate,0.0001,0,
0,UpdateRendererBoundingVolumes,0.0001,0,
0,UpdateRendererBoundingVolumes,0.0001,0,
0,UpdateRendererBoundingVolumes,0.0001,0,
0,UpdateRendererBoundingVolumes,0,0,
0,UpdateRendererBoundingVolumes,0,0,
0,UpdateRendererBoundingVolumes,0.0001,0,
0,UpdateRendererBoundingVolumes,0,0,
0,UpdateRendererBoundingVolumes,0,0,
0,UpdateRendererBoundingVolumes,0,0,
0,UpdateRendererBoundingVolumes,0,0,
0,UpdateRendererBoundingVolumes,0.0001,0,
0,FinalizeUpdateRendererBoundingVolumes,0.0004,0,
0,MeshRendererFinalizeUpdate,0,0,
0,SkinnedMeshFinalizeUpdate,0,0,
0,Update Lights,0.0002,0,
0,LightProbeProxyVolumeManager.Update,0.0001,0,
0,CullResults.CreateSharedRendererScene,0.0055,0,
0,ReflectionProbeAnchorManagerUpdate,0.0002,0,
0,ReflectionProbeAnchorPositionUpdate,0.0001,0,
0,SupportedRenderingFeatures.IsLightmapBakeTypeSupportedByRef(),0.0006,0,
0,UpdateDepthTexture,0.0163,0,
0,RenderTexture.SetActive,0.001,0,
0,RenderLoop.CleanupNodeQueue,0,0,
0,RenderTexture.SetActive,0.0002,0,
0,Drawing,0.0531,0,
0,Render.Prepare,0.0007,0,
0,Render.OpaqueGeometry,0.0184,0,
0,RenderForwardOpaque.Prepare,0.0002,0,
0,RenderForwardOpaque.Render,0.0133,0,
0,Clear,0.0013,0,
0,RenderForward.RenderLoopJob,0.004,0,
0,Camera.RenderSkybox,0.0065,0,
0,Material.SetPassFast,0.0022,0,
0,RenderLoop.CleanupNodeQueue,0,0,
0,Render.MotionVectors,0.0001,0,
0,Camera.ImageEffects,0.0002,0,
0,RenderTexture.SetActive,0.0002,0,
0,RenderLoop.CleanupNodeQueue,0,0,
0,Render.TransparentGeometry,0.0171,0,
0,RenderForwardAlpha.Prepare,0.0001,0,
0,RenderForwardAlpha.Render,0.0116,0,
0,WaitForJobGroupID,0.004,0,
0,RenderForward.RenderLoopJob,0.0023,0,
0,Camera.FireOnPostRender(),0.0015,0,
0,RenderLoop.CleanupNodeQueue,0.0001,0,
0,Camera.ImageEffects,0.0151,0,
0,Graphics.Blit,0.0135,0,
0,RenderTexture.ResolveAA,0.0004,0,
0,RenderTexture.SetActive,0.001,0,
0,RenderTexture.SetActive,0.0003,0,
0,RenderLoop.CleanupNodeQueue,0.0001,0,
0,RenderLoop.CleanupNodeQueue,0,0,
0,DestroyCullResults,0.0016,0,
0,RenderLoop.CleanupNodeQueue,0.0001,0,
0,RenderLoop.CleanupNodeQueue,0.0001,0,
0,UIEvents.CanvasManagerRenderOverlays,0.0022,0,
0,UGUI.Rendering.RenderOverlays,0.0019,0,
0,UIEvents.IMGUIRenderOverlays,0.0051,0,
0,GUI.Repaint,0.0046,0,
0,Event.Internal_MakeMasterEventCurrent(),0.0016,0,
0,WatermarkRender,0.0078,0,
0,Material.SetPassFast,0.0023,0,
0,GUITexture.Draw,0.0003,0,
0,WaitForRenderJobs,0.0001,0,
0,RenderTexture.SetActive,0.0003,0,
0,PostLateUpdate.BatchModeUpdate,0.0003,0,
0,PostLateUpdate.PlayerSendFrameComplete,0.0029,0,
0,PlayerEndOfFrame,0.0028,0,
0,CoroutinesDelayedCalls,0.0015,0,
0,FrameEvents.XREndFrame,0.0004,0,
0,PostLateUpdate.UpdateCaptureScreenshot,0.0001,0,
0,PostLateUpdate.PresentAfterDraw,0.0033,0,
0,Graphics.PresentAndSync,0.0019,0,
0,Device.Present,0.0017,0,
0,Material.SetPassFast,0.0007,0,
0,PostLateUpdate.ClearImmediateRenderers,0.0001,0,
0,PostLateUpdate.PlayerSendFramePostPresent,0.0004,0,
0,FrameEvents.XRPostPresent,0.0001,0,
0,PostLateUpdate.UpdateResolution,0.0003,0,
0,PostLateUpdate.InputEndFrame,0.0002,0,
0,PostLateUpdate.TriggerEndOfFrameCallbacks,0.0003,0,
0,PostLateUpdate.GUIClearEvents,0.0004,0,
0,PostLateUpdate.ShaderHandleErrors,0.0001,0,
0,PostLateUpdate.ResetInputAxis,0,0,
0,PostLateUpdate.ProfilerSynchronizeStats,0.0007,0,
0,PostLateUpdate.MemoryFrameMaintenance,0.001,0,
0,PostLateUpdate.ProfilerEndFrame,0.0275,0,
0,Profiler.CollectGlobalStats,0.0256,0,
0,Profiler.CollectMemoryAllocationStats,0.0147,0,
0,Profiler.CollectDrawStats,0.0014,0,
0,Profiler.CollectPhysicsStats,0.0038,0,
0,Profiler.SerializeStats,0.0037,0,
0,Initialization.PlayerUpdateTime,0.0147,0,
0,Initialization.AsyncUploadTimeSlicedUpdate,0.0005,0,
0,Initialization.XREarlyUpdate,0.0006,0,
0,EarlyUpdate.PollPlayerConnection,0.0018,0,
0,PlayerConnection.Poll,0.0016,0,
1,Main Thread,16.5374,0,
1,PlayerLoop,16.499,0,
1,EarlyUpdate.GpuTimestamp,0.0002,0,
1,EarlyUpdate.AnalyticsCoreStatsUpdate,0.0007,0,
1,EarlyUpdate.UnityWebRequestUpdate,0.0004,0,
1,EarlyUpdate.ExecuteMainThreadJobs,0.0005,0,
1,EarlyUpdate.ProcessMouseInWindow,0,0,
1,EarlyUpdate.ClearLines,0.0001,0,
1,EarlyUpdate.PresentBeforeUpdate,0.0001,0,
1,EarlyUpdate.ResetFrameStatsAfterPresent,0.0001,0,
1,EarlyUpdate.UpdateAsyncReadbackManager,0.0003,0,
1,EarlyUpdate.UpdateStreamingManager,0.0006,0,
1,EarlyUpdate.UpdateTextureStreamingManager,0.0004,0,
1,TextureStreamingManager.Update,0.0001,0,
1,EarlyUpdate.UpdatePreloading,0.0013,0,
1,Loading.UpdatePreloading,0.0011,0,
1,UpdatePreloading,0.0008,0,
1,Application.Integrate Assets in Background,0.0007,0,
1,Preload Single Step,0.0003,0,
1,suspendPointHook.Invoke,0.0002,0,
1,EarlyUpdate.RendererNotifyInvisible,0.0003,0,
1,EarlyUpdate.PlayerCleanupCachedData,0.0017,0,
1,Cleanup Unused Cached Data,0.0017,0,
1,PlayerCleanupCachedData,0.0015,0,
1,RenderTexture.GarbageCollectTemporary,0.0006,0,
1,CleanUp.TextRenderingGarbageCollect,0.0004,0,
1,EarlyUpdate.UpdateCanvasRectTransform,0.0001,0,
1,EarlyUpdate.XRUpdate,0.0005,0,
1,EarlyUpdate.UpdateInputManager,0.004,0,
1,EarlyUpdate.ScriptRunDelayedStartupFrame,0.0008,0,
1,CoroutinesDelayedCalls,0.0006,0,
1,EarlyUpdate.DispatchEventQueueEvents,0.0005,0,
1,GlobalEventQueue,0.0003,0,
1,EarlyUpdate.DirectorSampleTime,0.0029,0,
1,Director.SampleTime,0.0028,0,
1,EarlyUpdate.PhysicsResetInterpolatedTransformPosition,0.0006,0,
1,Physics.Interpolation,0.0003,0,
1,EarlyUpdate.SpriteAtlasManagerUpdate,0.0003,0,
1,EarlyUpdate.PerformanceAnalyticsUpdate,0.0001,0,
1,FixedUpdate.ClearLines,0.0001,0,
1,FixedUpdate.NewInputFixedUpdate,0.0003,0,
1,FixedUpdate.DirectorFixedSampleTime,0.0001,0,
1,FixedUpdate.AudioFixedUpdate,0.0014,0,
1,AudioManager.FixedUpdate,0.0007,0,
1,FixedUpdate.ScriptRunBehaviourFixedUpdate,0.0012,0,
1,FixedBehaviourUpdate,0.0009,0,
1,FixedUpdate.DirectorFixedUpdate,0.0012,0,
1,Director.PrepareFrame,0.0001,0,
1,Director.ProcessFrame,0.0001,0,
1,FixedUpdate.LegacyFixedAnimationUpdate,0.0002,0,
1,FixedUpdate.XRFixedUpdate,0.0001,0,
1,FixedUpdate.PhysicsFixedUpdate,0.0028,0,
1,Physics.SyncRigidbodyTransform,0.0002,0,
1,Physics.SyncColliderTransform,0.0003,0,
1,FixedUpdate.Physics2DFixedUpdate,0.0029,0,
1,Physics2D.Simulate,0.002,0,
1,FixedUpdate.DirectorFixedUpdatePostPhysics,0.0004,0,
1,Director.PrepareFrame,0,0,
1,Director.ProcessFrame,0,0,
1,FixedUpdate.ScriptRunDelayedFixedFrameRate,0.0005,0,
1,CoroutinesDelayedCalls,0.0003,0,
1,PreUpdate.PhysicsUpdate,0.0003,0,
1,Physics.Interpolation,0.0002,0,
1,PreUpdate.Physics2DUpdate,0.0003,0,
1,Physics2D.InterpolatePoses,0.0001,0,
1,PreUpdate.CheckTexFieldInput,0.0001,0,
1,PreUpdate.IMGUISendQueuedEvents,0.0005,0,
1,PreUpdate.NewInputUpdate,0,0,
1,PreUpdate.SendMouseEvents,0.0066,0,
1,Monobehaviour.OnMouse_,0.0065,0,
1,SendMouseEvents.DoSendMouseEvents(),0.0059,0,
1,PreUpdate.AIUpdate,0.0013,0,
1,NavMesh.Internal_CallOnNavMeshPreUpdate(),0.0004,0,
1,PreUpdate.WindUpdate,0.0006,0,
1,PreUpdate.UpdateVideo,0.0008,0,
1,Update.ScriptRunBehaviourUpdate,0.0005,0,
1,BehaviourUpdate,0.0002,0,
1,Update.ScriptRunDelayedDynamicFrameRate,0.0002,0,
1,CoroutinesDelayedCalls,0.0001,0,
1,Update.ScriptRunDelayedTasks,0.0024,0,
1,UnitySynchronizationContext.ExecuteTasks(),0.0022,0,
1,Update.DirectorUpdate,0.0002,0,
1,Director.PrepareFrame,0,0,
1,Director.ProcessFrame,0.0001,0,
1,PreLateUpdate.AIUpdatePostScript,0.0002,0,
1,NavMeshManager,0.0001,0,
1,PreLateUpdate.DirectorUpdateAnimationBegin,0.0001,0,
1,Director.PrepareFrame,0,0,
1,Director.ProcessFrame,0,0,
1,PreLateUpdate.LegacyAnimationUpdate,0.0001,0,
1,PreLateUpdate.DirectorUpdateAnimationEnd,0.0002,0,
1,Director.PrepareFrame,0,0,
1,Director.ProcessFrame,0.0001,0,
1,PreLateUpdate.DirectorDeferredEvaluate,0.0001,0,
1,PreLateUpdate.EndGraphicsJobsAfterScriptUpdate,0.0001,0,
1,PreLateUpdate.ParticleSystemBeginUpdateAll,0.0015,0,
1,ParticleSystem.Update,0.0013,0,
1,PrepareUpdateRendererBoundingVolumes,0.0002,0,
1,UpdateRendererBoundingVolumes,0.0001,0,
1,FinalizeUpdateRendererBoundingVolumes,0.0001,0,
1,ParticleSystem.WaitForPreviousRenderingToFinish,0.0001,0,
1,PreLateUpdate.ScriptRunBehaviourLateUpdate,0.0003,0,
1,LateBehaviourUpdate,0.0002,0,
1,PreLateUpdate.ConstraintManagerUpdate,0.0008,0,
1,ConstraintManager::Update,0.0003,0,
1,ConstraintManager::Update::JobSetup,0.0001,0,
1,PostLateUpdate.PlayerSendFrameStarted,0.0014,0,
1,FrameEvents.XRBeginFrame,0.0003,0,
1,FrameEvents.NewInputBeforeRenderUpdate,0.0001,0,
1,FrameEvents.OnBeforeRenderCallback,0.0007,0,
1,Application.InvokeOnBeforeRender(),0.0005,0,
1,PostLateUpdate.DirectorLateUpdate,0.0002,0,
1,Director.PrepareFrame,0,0,
1,Director.ProcessFrame,0.0001,0,
1,PostLateUpdate.ScriptRunDelayedDynamicFrameRate,0.0002,0,
1,CoroutinesDelayedCalls,0.0001,0,
1,PostLateUpdate.PhysicsSkinnedClothBeginUpdate,0.0004,0,
1,Physics.UpdateCloth,0.0001,0,
1,PostLateUpdate.UpdateRectTransform,0.0005,0,
1,PostLateUpdate.UpdateCanvasRectTransform,0.0001,0,
1,PostLateUpdate.PlayerUpdateCanvases,0.0014,0,
1,UIEvents.AlignCanvasRectTransformWithCamera,0,0,
1,UIEvents.WillRenderCanvases,0.001,0,
1,UGUI.Rendering.UpdateBatches,0.0009,0,
1,Canvas.SendWillRenderCanvases(),0.0002,0,
1,PostLateUpdate.UpdateAudio,0.0065,0,
1,AudioManager.Update,0.0056,0,
1,AudioSettings.InvokeOnAudioManagerUpdate(),0.0012,0,
1,PostLateUpdate.VFXUpdate,0.0003,0,
1,PostLateUpdate.ParticleSystemEndUpdateAll,0.0003,0,
1,ParticleSystem.EndUpdateAll,0.0001,0,
1,PostLateUpdate.EndGraphicsJobsAfterScriptLateUpdate,0.0001,0,
1,PostLateUpdate.UpdateCustomRenderTextures,0.0012,0,
1,CustomRenderTextures.Update,0.0008,0,
1,PostLateUpdate.UpdateAllRenderers,0.0034,0,
1,Particles.Sync,0,0,
1,Renderers.OncePerFrameUpdate,0.0003,0,
1,SkinnedMeshOncePerFrameUpdate,0.0001,0,
1,PrepareUpdateRendererBoundingVolumes,0.0009,0,
1,MeshRendererPrepareDispatchUpdate,0.0002,0,
1,SkinnedMeshPrepareDispatchUpdate,0.0002,0,
1,UpdateRendererBoundingVolumes,0,0,
1,UpdateRendererBoundingVolumes,0.0001,0,
1,UpdateRendererBoundingVolumes,0,0,
1,UpdateRendererBoundingVolumes,0.0001,0,
1,UpdateRendererBoundingVolumes,0,0,
1,UpdateRendererBoundingVolumes,0,0,
1,UpdateRendererBoundingVolumes,0.0001,0,
1,UpdateRendererBoundingVolumes,0,0,
1,UpdateRendererBoundingVolumes,0,0,
1,UpdateRendererBoundingVolumes,0.0001,0,
1,UpdateRendererBoundingVolumes,0,0,
1,FinalizeUpdateRendererBoundingVolumes,0.0006,0,
1,MeshRendererFinalizeUpdate,0.0002,0,
1,SkinnedMeshFinalizeUpdate,0.0001,0,
1,Update Lights,0.0001,0,
1,LightProbeProxyVolumeManager.Update,0.0001,0,
1,PostLateUpdate.EnlightenRuntimeUpdate,0.0009,0,
1,SupportedRenderingFeatures.IsLightmapBakeTypeSupportedByRef(),0.0003,0,
1,PostLateUpdate.UpdateAllSkinnedMeshes,0.0004,0,
1,PostLateUpdate.SortingGroupsUpdate,0.0002,0,
1,SortingGroupManager.Update,0.0001,0,
1,PostLateUpdate.UpdateVideoTextures,0.0004,0,
1,PostLateUpdate.UpdateVideo,0.0002,0,
1,PostLateUpdate.DirectorRenderImage,0.0003,0,
1,Director.PrepareFrame,0.0001,0,
1,Director.ProcessFrame,0,0,
1,PostLateUpdate.PlayerEmitCanvasGeometry,0.0005,0,
1,UIEvents.CanvasManagerEmitOffScreenGeometry,0.0001,0,
1,UGUI.Rendering.EmitWorldScreenspaceCameraGeometry,0.0001,0,
1,UIEvents.CanvasmanagerEmitOnScreenGeometry,0.0001,0,
1,UGUI.Rendering.EmitWorldScreenspaceCameraGeometry,0,0,
